Ano,Código da Área,Área de Avaliação,Código da IES,Nome da IES,Sigla da IES,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município,Município do Curso,Sigla da UF,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação
2019,23,ENFERMAGEM,3602,CENTRO UNIVERSITÁRIO AUTÔNOMO DO BRASIL,UNIBRASIL,Centro Universitário,Privada com fins lucrativos,86902,Educação Presencial,4106902,Curitiba,PR,55,54,41.4167,3.1379,41.1907,2.2291,2.4563,3,
2019,23,ENFERMAGEM,3603,FACULDADE ANHANGUERA DE GUARULHOS,,Faculdade,Privada com fins lucrativos,100053,Educação Presencial,3518800,Guarulhos,SP,43,37,29.573,1.4998,35.4595,1.5239,1.5179,2,
2019,23,ENFERMAGEM,3610,Centro Universitário ICESP,Unicesp,Centro Universitário,Privada com fins lucrativos,105312,Educação Presencial,5300108,Brasília,DF,31,28,30,1.5589,37.0929,1.7249,1.6834,2,
2019,23,ENFERMAGEM,3613,FACULDADES INTEGRADAS IESGO,IESGO,Faculdade,Privada com fins lucrativos,94246,Educação Presencial,5208004,Formosa,GO,40,34,35.1824,2.2757,42.6294,2.4061,2.3735,3,
2019,23,ENFERMAGEM,3615,FACULDADE PERNAMBUCANA DE SAÚDE,FPS,Faculdade,Privada sem fins lucrativos,87705,Educação Presencial,2611606,Recife,PE,43,41,35.4805,2.3169,43.5122,2.5147,2.4653,3,
2019,23,ENFERMAGEM,3618,FACULDADE MARIO SCHENBERG,FMS,Faculdade,Privada com fins lucrativos,117176,Educação Presencial,3513009,Cotia,SP,15,12,42.1167,3.2347,35.6167,1.5432,1.9661,3,
2019,23,ENFERMAGEM,3669,FACULDADE DOM LUIS DE ORLEANS E BRAGANÇA,FARRP,Faculdade,Privada com fins lucrativos,1124977,Educação Presencial,2926608,Ribeira do Pombal,BA,97,84,24.9333,0.8582,25.6381,0.3154,0.4511,1,
2019,23,ENFERMAGEM,3716,FACULDADE CIÊNCIAS DA VIDA,FCV,Faculdade,Privada com fins lucrativos,97453,Educação Presencial,3167202,Sete Lagoas,MG,12,12,41.2583,3.116,44.95,2.6917,2.7977,3,
2019,23,ENFERMAGEM,3741,Faculdade Pitágoras Bacabal Mearim,,Faculdade,Privada com fins lucrativos,104180,Educação Presencial,2101202,Bacabal,MA,27,27,31.0296,1.7013,37.1481,1.7317,1.7241,2,
2019,23,ENFERMAGEM,3756,ALFA - Faculdade de Almenara,,Faculdade,Privada com fins lucrativos,102582,Educação Presencial,3101706,Almenara,MG,7,5,32.48,1.9019,42.06,2.336,2.2275,3,
2019,23,ENFERMAGEM,3757,FACULDADE SERRA DA MESA,FASEM,Faculdade,Privada com fins lucrativos,1077431,Educação Presencial,5221601,Uruaçu,GO,13,13,34.2769,2.1504,41.4,2.2548,2.2287,3,
2019,23,ENFERMAGEM,3769,FACULDADE MADRE TEREZA,FAMAT,Faculdade,Privada com fins lucrativos,88578,Educação Presencial,1600600,Santana,AP,97,80,25.975,1.0022,27.0763,0.4923,0.6198,1,
2019,23,ENFERMAGEM,3776,INSTITUTO DE ENSINO SUPERIOR DE MATO GROSSO,IESMT,Faculdade,Privada com fins lucrativos,1069962,Educação Presencial,5103403,Cuiabá,MT,24,19,28.9316,1.4111,25.6316,0.3146,0.5887,1,
2019,23,ENFERMAGEM,3778,FACULDADE DE ARACAJU,FACAR,Faculdade,Privada com fins lucrativos,1069947,Educação Presencial,2800308,Aracaju,SE,43,42,29.819,1.5339,35.4976,1.5286,1.5299,2,
2019,23,ENFERMAGEM,3783,FACULDADE PARAENSE DE ENSINO,FAPEN,Faculdade,Privada com fins lucrativos,1081608,Educação Presencial,1501402,Belém,PA,42,39,32.9179,1.9625,35.5744,1.538,1.6441,2,
2019,23,ENFERMAGEM,3786,FACULDADE DE ENSINO DE MINAS GERAIS,FACEMG,Faculdade,Privada com fins lucrativos,1069954,Educação Presencial,3106200,Belo Horizonte,MG,23,22,36.9318,2.5176,44.2636,2.6072,2.5848,3,
2019,23,ENFERMAGEM,3789,FACULDADE EVANGÉLICA DE GOIANÉSIA,,Faculdade,Privada sem fins lucrativos,1259175,Educação Presencial,5208608,Goianésia,GO,45,45,33.2422,2.0073,37.0578,1.7205,1.7922,2,
2019,23,ENFERMAGEM,3817,FACULDADE UNINASSAU JOÃO PESSOA,,Faculdade,Privada sem fins lucrativos,1047524,Educação Presencial,2507507,João Pessoa,PB,140,86,35.6535,2.3408,35.0407,1.4723,1.6895,2,
2019,23,ENFERMAGEM,3840,CENTRO UNIVERSITÁRIO FACVEST,UNIFACVEST,Centro Universitário,Privada com fins lucrativos,90730,Educação Presencial,4209300,Lages,SC,19,19,45.4632,3.6976,45.8211,2.7988,3.0235,4,
2019,23,ENFERMAGEM,3849,FUNDAÇÃO UNIVERSIDADE FEDERAL DO TOCANTINS,UFT,Universidade,Pública Federal,1100876,Educação Presencial,1721000,Palmas,TO,33,31,45.0484,3.6402,50.2677,3.346,3.4195,4,
2019,23,ENFERMAGEM,3853,FACULDADE UNINASSAU NATAL,,Faculdade,Privada com fins lucrativos,1107792,Educação Presencial,2408102,Natal,RN,152,107,29.0103,1.422,31.6953,1.0607,1.151,2,
2019,23,ENFERMAGEM,3864,FACULDADE REGIONAL DE ALAGOINHAS,FARAL,Centro Universitário,Privada com fins lucrativos,99644,Educação Presencial,2900702,Alagoinhas,BA,18,18,38.2778,2.7038,37.1333,1.7298,1.9733,3,
2019,23,ENFERMAGEM,3869,INSTITUTO FLORENCE DE ENSINO SUPERIOR,IFES,Faculdade,Privada com fins lucrativos,98136,Educação Presencial,2111300,São Luís,MA,69,67,30.1418,1.5785,35.7269,1.5568,1.5622,2,
2019,23,ENFERMAGEM,3875,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL GUAXUPÉ,UNIFEG,Centro Universitário,Privada sem fins lucrativos,101170,Educação Presencial,3128709,Guaxupé,MG,23,23,36.3174,2.4326,31.7783,1.0709,1.4113,2,
2019,23,ENFERMAGEM,3879,Centro Universitário Maurício de Nassau de Campina Grande,UNINASSAU CPV,Centro Universitário,Privada com fins lucrativos,109881,Educação Presencial,2504009,Campina Grande,PB,240,176,35.3341,2.2966,32.3989,1.1473,1.4346,2,
2019,23,ENFERMAGEM,3881,FACULDADE DE INTEGRAÇÃO DO SERTÃO,FIS,Faculdade,Privada com fins lucrativos,99509,Educação Presencial,2613909,Serra Talhada,PE,45,43,31.7465,1.8005,32.6605,1.1795,1.3347,2,
2019,23,ENFERMAGEM,3936,FACULDADE ANHANGUERA DE LIMEIRA,,Faculdade,Privada com fins lucrativos,90865,Educação Presencial,3526902,Limeira,SP,5,4,30.85,1.6765,45.375,2.7439,2.4771,3,
2019,23,ENFERMAGEM,3937,Faculdade Anhanguera de Indaiatuba,,Faculdade,Privada com fins lucrativos,96965,Educação Presencial,3520509,Indaiatuba,SP,12,11,37.7364,2.6289,42.2909,2.3645,2.4306,3,
2019,23,ENFERMAGEM,3966,CENTRO UNIVERSITÁRIO DE CARATINGA,UNEC,Centro Universitário,Privada sem fins lucrativos,61298,Educação Presencial,3113404,Caratinga,MG,24,24,39.9375,2.9333,39,1.9595,2.203,3,
2019,23,ENFERMAGEM,3966,CENTRO UNIVERSITÁRIO DE CARATINGA,UNEC,Centro Universitário,Privada sem fins lucrativos,98719,Educação Presencial,3144300,Nanuque,MG,21,21,31.3,1.7387,44.6619,2.6562,2.4268,3,
2019,23,ENFERMAGEM,3974,UNIVERSIDADE DE RIO VERDE,FESURV,Universidade,Pública Municipal,82032,Educação Presencial,5218805,Rio Verde,GO,3,3,26,1.0057,29.4333,0.7824,0.8382,1,
2019,23,ENFERMAGEM,3983,CENTRO UNIVERSITÁRIO DE FORMIGA,UNIFORMG,Centro Universitário,Privada sem fins lucrativos,46136,Educação Presencial,3126109,Formiga,MG,20,19,36.6737,2.4819,37.2895,1.749,1.9323,2,
2019,23,ENFERMAGEM,3984,FUNDAÇÃO UNIVERSIDADE FEDERAL DO VALE DO SÃO FRANCISCO,UNIVASF,Universidade,Pública Federal,74060,Educação Presencial,2611101,Petrolina,PE,29,29,54.5586,4.9555,55.7379,4.0191,4.2532,5,
2019,23,ENFERMAGEM,3987,FACULDADE UNIÃO DE GOYAZES,FUG,Centro Universitário,Privada com fins lucrativos,104600,Educação Presencial,5221403,Trindade,GO,39,35,28.3714,1.3337,32.9914,1.2202,1.2486,2,
2019,23,ENFERMAGEM,4010,CENTRO UNIVERSITÁRIO METODISTA,IPA,Centro Universitário,Privada sem fins lucrativos,75705,Educação Presencial,4314902,Porto Alegre,RS,48,44,37.2864,2.5667,44.0545,2.5815,2.5778,3,
2019,23,ENFERMAGEM,4013,FACULDADE ANHANGUERA DE RIO CLARO,,Faculdade,Privada com fins lucrativos,98069,Educação Presencial,3543907,Rio Claro,SP,16,16,38.4562,2.7285,41.2188,2.2325,2.3565,3,
2019,23,ENFERMAGEM,4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,UNIANCHIETA,Centro Universitário,Privada com fins lucrativos,88662,Educação Presencial,3525904,Jundiaí,SP,61,61,38.418,2.7232,38.9361,1.9517,2.1445,3,
2019,23,ENFERMAGEM,4037,Faculdade Pitágoras de Fortaleza,,Centro Universitário,Privada com fins lucrativos,1155161,Educação Presencial,2304400,Fortaleza,CE,6,6,40.5667,3.0203,41.9,2.3164,2.4924,3,
2019,23,ENFERMAGEM,4121,FACULDADE UNINASSAU ARACAJU,,Centro Universitário,Privada sem fins lucrativos,1259666,Educação Presencial,2800308,Aracaju,SE,10,10,34.22,2.1426,45.1,2.7101,2.5682,3,
2019,23,ENFERMAGEM,4135,FACULDADE UNINASSAU MANAUS,,Faculdade,Privada com fins lucrativos,1200671,Educação Presencial,1302603,Manaus,AM,43,41,28.1732,1.3062,28.9244,0.7198,0.8664,1,
2019,23,ENFERMAGEM,4138,FACULDADE ANHANGUERA DE SANTA BÁRBARA,,Faculdade,Privada com fins lucrativos,90877,Educação Presencial,3545803,Santa Bárbara d'Oeste,SP,17,15,35.8467,2.3675,36.9667,1.7093,1.8739,2,
2019,23,ENFERMAGEM,4141,FACULDADE ANHANGUERA DE TAUBATÉ,,Faculdade,Privada com fins lucrativos,90901,Educação Presencial,3554102,Taubaté,SP,69,60,32.3417,1.8828,44.2067,2.6002,2.4208,3,
2019,23,ENFERMAGEM,4169,Faculdade Estácio de Carapicuíba,ESTÁCIO CARAPICUÍBA,Faculdade,Privada com fins lucrativos,1130184,Educação Presencial,3510609,Carapicuíba,SP,155,105,28.3238,1.3271,33.2505,1.2521,1.2708,2,
2019,23,ENFERMAGEM,4185,FACULDADE PERUIBE,FPBE,Faculdade,Privada com fins lucrativos,1153506,Educação Presencial,3537602,Peruíbe,SP,28,27,34.9481,2.2433,40.8074,2.1819,2.1973,3,
2019,23,ENFERMAGEM,4197,FACULDADE UNINASSAU ALIANÇA,,Faculdade,Privada com fins lucrativos,101504,Educação Presencial,2211001,Teresina,PI,150,120,30.0008,1.559,32.0108,1.0995,1.2144,2,
2019,23,ENFERMAGEM,4198,Faculdade Morgana Potrich,FAMP,Faculdade,Privada com fins lucrativos,103504,Educação Presencial,5213103,Mineiros,GO,21,20,32.82,1.9489,32.03,1.1019,1.3136,2,
2019,23,ENFERMAGEM,4259,FACULDADE DE INHUMAS - FAC-MAIS,FACMAIS,Faculdade,Privada com fins lucrativos,107038,Educação Presencial,5210000,Inhumas,GO,16,13,35.7538,2.3547,39.4308,2.0125,2.0981,3,
2019,23,ENFERMAGEM,4277,FACULDADE ESTÁCIO DO AMAZONAS - ESTÁCIO AMAZONAS,ESTÁCIO AMAZONAS,Faculdade,Privada com fins lucrativos,104252,Educação Presencial,1302603,Manaus,AM,307,268,28.6817,1.3766,30.5549,0.9204,1.0344,2,
2019,23,ENFERMAGEM,4289,FACULDADE DO VALE ELVIRA DAYRELL - FAVED,FAVED,Faculdade,Privada com fins lucrativos,99672,Educação Presencial,3171808,Virginópolis,MG,23,22,28.7273,1.3829,28.0591,0.6133,0.8057,1,
2019,23,ENFERMAGEM,4362,FACULDADE PITÁGORAS DE BETIM,PITÁGORAS-BETIM,Faculdade,Privada com fins lucrativos,100662,Educação Presencial,3106705,Betim,MG,30,29,38.369,2.7164,46.4655,2.8781,2.8377,3,
2019,23,ENFERMAGEM,4367,FACULDADE TERRA NORDESTE,FATENE,Faculdade,Privada com fins lucrativos,117282,Educação Presencial,2303709,Caucaia,CE,124,117,33.5504,2.05,35.1675,1.4879,1.6284,2,
2019,23,ENFERMAGEM,4411,FACULDADE PANAMERICANA DE JI-PARANÁ,,Faculdade,Privada com fins lucrativos,1178713,Educação Presencial,1100122,Ji-Paraná,RO,73,62,25.0419,0.8732,28.6629,0.6876,0.734,1,
2019,23,ENFERMAGEM,4429,CENTRO UNIVERSITÁRIO UNIGRAN CAPITAL,,Centro Universitário,Privada sem fins lucrativos,108124,Educação Presencial,5002704,Campo Grande,MS,25,25,33.808,2.0856,43.892,2.5615,2.4425,3,
2019,23,ENFERMAGEM,4431,FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN,FACENE/RN,Faculdade,Privada com fins lucrativos,98116,Educação Presencial,2408003,Mossoró,RN,80,78,35.0051,2.2511,34.1346,1.3609,1.5834,2,
2019,23,ENFERMAGEM,4450,CENTRO UNIVERSITÁRIO METROPOLITANO DA AMAZÔNIA,UNIFAMAZ,Centro Universitário,Privada sem fins lucrativos,105922,Educação Presencial,1501402,Belém,PA,82,79,38.8013,2.7762,47.3747,2.99,2.9365,3,
2019,23,ENFERMAGEM,4503,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,Universidade,Pública Federal,100452,Educação Presencial,2928703,Santo Antônio de Jesus,BA,6,6,37.8,2.6377,40.8833,2.1913,2.3029,3,
2019,23,ENFERMAGEM,4522,CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM,UNISALESIANO,Centro Universitário,Privada sem fins lucrativos,67465,Educação Presencial,3502804,Araçatuba,SP,36,32,35.3344,2.2967,39.0656,1.9676,2.0499,3,
2019,23,ENFERMAGEM,4522,CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM,UNISALESIANO,Centro Universitário,Privada sem fins lucrativos,88076,Educação Presencial,3527108,Lins,SP,24,20,32.15,1.8563,45.19,2.7212,2.505,3,
2019,23,ENFERMAGEM,4530,CENTRO UNIVERSITÁRIO TIRADENTES,FITS,Centro Universitário,Privada com fins lucrativos,101135,Educação Presencial,2704302,Maceió,AL,130,123,33.1683,1.9971,39.2033,1.9845,1.9877,3,
2019,23,ENFERMAGEM,4531,FACULDADE ADVENTISTA DA BAHIA,FADBA,Faculdade,Privada sem fins lucrativos,108128,Educação Presencial,2904902,Cachoeira,BA,51,49,32.3714,1.8869,42.7224,2.4176,2.2849,3,
2019,23,ENFERMAGEM,4533,FACULDADE SÃO FRANCISCO DA PARAÍBA,FASP,Faculdade,Privada com fins lucrativos,1193553,Educação Presencial,2503704,Cajazeiras,PB,27,27,26.337,1.0523,25.3296,0.2774,0.4711,1,
2019,23,ENFERMAGEM,4534,FACULDADE HERRERO,FATEC,Faculdade,Privada com fins lucrativos,120635,Educação Presencial,4106902,Curitiba,PR,19,18,45.4111,3.6904,40.1111,2.0962,2.4948,3,
2019,23,ENFERMAGEM,4566,ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE,ESTÁCIO FATERN,Faculdade,Privada com fins lucrativos,101922,Educação Presencial,2408102,Natal,RN,38,35,37.02,2.5298,39.16,1.9792,2.1169,3,
2019,23,ENFERMAGEM,4586,FACULDADE DO NORTE GOIANO,FNG,Faculdade,Privada com fins lucrativos,118364,Educação Presencial,5218003,Porangatu,GO,36,33,26.3909,1.0597,26.2667,0.3927,0.5595,1,
2019,23,ENFERMAGEM,4605,FACULDADE DE CORNÉLIO PROCÓPIO,,Faculdade,Privada com fins lucrativos,117312,Educação Presencial,4106407,Cornélio Procópio,PR,11,11,24.0636,0.7379,28.1818,0.6284,0.6558,1,
2019,23,ENFERMAGEM,4613,FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE,FAEMA,Faculdade,Privada com fins lucrativos,104306,Educação Presencial,1100023,Ariquemes,RO,69,65,33.0923,1.9866,35.4462,1.5222,1.6383,2,
2019,23,ENFERMAGEM,4652,FACULDADE ANHANGÜERA DE SÃO JOSÉ,,Faculdade,Privada com fins lucrativos,5000706,Educação Presencial,3549904,São José dos Campos,SP,88,83,31.2759,1.7354,38.3253,1.8765,1.8412,2,
2019,23,ENFERMAGEM,4655,FACULDADE ANHANGÜERA DE SOROCABA,FSO,Faculdade,Privada com fins lucrativos,107614,Educação Presencial,3552205,Sorocaba,SP,60,52,32.3596,1.8853,37.9942,1.8358,1.8481,2,
2019,23,ENFERMAGEM,4656,FACULDADE ANHANGÜERA DE PIRACICABA,,Faculdade,Privada com fins lucrativos,104838,Educação Presencial,3538709,Piracicaba,SP,44,39,32.1513,1.8564,37.059,1.7207,1.7546,2,
2019,23,ENFERMAGEM,4702,CENTRO UNIVERSITÁRIO BRASILEIRO,UNIBRA,Centro Universitário,Privada com fins lucrativos,1149980,Educação Presencial,2611606,Recife,PE,16,16,41.4813,3.1468,44.8375,2.6778,2.7951,3,
2019,23,ENFERMAGEM,4777,FACULDADE KENNEDY DE BELO HORIZONTE,FKBH,Faculdade,Privada com fins lucrativos,112456,Educação Presencial,3106200,Belo Horizonte,MG,7,7,37.8,2.6377,54.0857,3.8158,3.5213,4,
2019,23,ENFERMAGEM,4780,FACULDADE DE CIÊNCIAS DA SAÚDE DE UNAÍ,FACISA,Faculdade,Privada sem fins lucrativos,117787,Educação Presencial,3170404,Unaí,MG,20,20,29.695,1.5167,36.72,1.679,1.6384,2,
2019,23,ENFERMAGEM,4826,FACULDADE ANHANGÜERA DE CAMPINAS,,Faculdade,Privada com fins lucrativos,95139,Educação Presencial,3509502,Campinas,SP,114,108,29.4741,1.4862,34.2241,1.3719,1.4004,2,
2019,23,ENFERMAGEM,4846,FACULDADE VÉRTICE,VÉRTICE,Faculdade,Privada com fins lucrativos,107832,Educação Presencial,3140902,Matipó,MG,26,26,35.4,2.3058,32.5,1.1597,1.4462,2,
2019,23,ENFERMAGEM,4849,Centro Universitário Tocantinense Presidente Antônio Carlos,UNITPAC,Centro Universitário,Privada com fins lucrativos,92215,Educação Presencial,1702109,Araguaína,TO,41,41,34.9171,2.239,41.1756,2.2272,2.2302,3,
2019,23,ENFERMAGEM,4858,ESCOLA SUPERIOR DE SAÚDE DE ARCOVERDE,ESSA,Faculdade,Especial,74042,Educação Presencial,2601201,Arcoverde,PE,41,39,28.5872,1.3635,30.7846,0.9486,1.0524,2,
2019,23,ENFERMAGEM,4863,FACULDADE PITÁGORAS DE POÇOS DE CALDAS,,Faculdade,Privada com fins lucrativos,117259,Educação Presencial,3151800,Poços de Caldas,MG,15,15,38.4133,2.7225,39.3133,1.9981,2.1792,3,
2019,23,ENFERMAGEM,4865,FACULDADE PITÁGORAS DE SÃO LUIZ,,Faculdade,Privada com fins lucrativos,114612,Educação Presencial,2111300,São Luís,MA,97,86,29.9605,1.5534,32.2279,1.1262,1.233,2,
2019,23,ENFERMAGEM,4867,FACULDADE PITÁGORAS DE GUARAPARI,,Faculdade,Privada com fins lucrativos,117610,Educação Presencial,3202405,Guarapari,ES,37,35,30.96,1.6917,39.38,2.0063,1.9276,2,
2019,23,ENFERMAGEM,4901,FACULDADE FASIPE,FASIPE,Centro Universitário,Privada com fins lucrativos,108441,Educação Presencial,5107909,Sinop,MT,19,19,31.8684,1.8173,36.8368,1.6934,1.7243,2,
2019,23,ENFERMAGEM,4910,FACULDADE DO TRABALHO,FATRA,Faculdade,Privada com fins lucrativos,112304,Educação Presencial,3170206,Uberlândia,MG,63,51,25.6098,0.9517,32.1157,1.1124,1.0723,2,
2019,23,ENFERMAGEM,4915,FACULDADE ESTÁCIO DE CASTANHAL,ESTÁCIO CASTANHAL,Faculdade,Privada com fins lucrativos,1127033,Educação Presencial,1502400,Castanhal,PA,86,78,31.7654,1.8031,31.9808,1.0958,1.2726,2,
2019,23,ENFERMAGEM,4950,FACULDADE AUM,,Faculdade,Privada com fins lucrativos,118764,Educação Presencial,5103403,Cuiabá,MT,54,48,31.9583,1.8298,31.1833,0.9977,1.2057,2,
2019,23,ENFERMAGEM,4959,FACULDADE PITÁGORAS DE FEIRA DE SANTANA,,Faculdade,Privada com fins lucrativos,118354,Educação Presencial,2910800,Feira de Santana,BA,20,18,31.4667,1.7618,31.6444,1.0544,1.2313,2,
2019,23,ENFERMAGEM,4962,CENTRO UNIVERSITÁRIO DE SETE LAGOAS,UNIFEMM,Centro Universitário,Privada sem fins lucrativos,121344,Educação Presencial,3167202,Sete Lagoas,MG,26,17,37.0824,2.5384,48.5765,3.1379,2.988,4,
2019,23,ENFERMAGEM,4964,Centro Universitário de Ciências e Tecnologia do Maranhão,UniFacema,Centro Universitário,Privada com fins lucrativos,118312,Educação Presencial,2103000,Caxias,MA,110,85,34.8824,2.2342,38.3541,1.8801,1.9686,3,
2019,23,ENFERMAGEM,5077,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,Universidade,Pública Estadual,98667,Educação Presencial,1400100,Boa Vista,RR,23,19,37.9737,2.6617,47.5526,3.0119,2.9244,3,
2019,23,ENFERMAGEM,5215,CENTRO UNIVERSITÁRIO PADRE ALBINO,,Centro Universitário,Privada sem fins lucrativos,21669,Educação Presencial,3511102,Catanduva,SP,25,25,38.224,2.6963,46.264,2.8533,2.8141,3,
2019,23,ENFERMAGEM,5228,FACULDADE RAIMUNDO MARINHO,FRM,Faculdade,Privada sem fins lucrativos,1151389,Educação Presencial,2704302,Maceió,AL,6,6,30.8667,1.6788,33.9667,1.3402,1.4248,2,
2019,23,ENFERMAGEM,5285,FACULDADES INTEGRADAS DE TAQUARA,FACCAT,Faculdade,Privada sem fins lucrativos,1135938,Educação Presencial,4321204,Taquara,RS,22,18,31.7889,1.8063,47.6278,3.0211,2.7174,3,
2019,23,ENFERMAGEM,5290,FACULDADE ANHANGUERA DE CIÊNCIAS E TECNOLOGIA DE BRASÍLIA,,Faculdade,Privada com fins lucrativos,114224,Educação Presencial,5300108,Brasília,DF,120,110,28.1982,1.3097,30.4591,0.9086,1.0089,2,
2019,23,ENFERMAGEM,5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Universidade,Pública Federal,103457,Educação Presencial,4322400,Uruguaiana,RS,26,26,36.8385,2.5047,44.3154,2.6136,2.5864,3,
2019,23,ENFERMAGEM,5362,Faculdade UNIRB - ARACAJU,,Faculdade,Privada com fins lucrativos,1188635,Educação Presencial,2800308,Aracaju,SE,4,4,27.275,1.182,29.725,0.8183,0.9092,1,
2019,23,ENFERMAGEM,5369,FACULDADES INTEGRADAS ASMEC,ASMEC,Faculdade,Privada com fins lucrativos,109300,Educação Presencial,3146008,Ouro Fino,MG,27,25,37.996,2.6648,36.944,1.7065,1.9461,3,
2019,23,ENFERMAGEM,5439,CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS,UNICEPLAC,Centro Universitário,Privada com fins lucrativos,21995,Educação Presencial,5300108,Brasília,DF,116,110,32.2791,1.8741,36.5782,1.6615,1.7147,2,
2019,23,ENFERMAGEM,5451,FACULDADE ANHANGÜERA DE BAURU,,Faculdade,Privada com fins lucrativos,74488,Educação Presencial,3506003,Bauru,SP,20,19,26.2421,1.0392,28.2316,0.6345,0.7357,1,
2019,23,ENFERMAGEM,5511,CENTRO UNIVERSITÁRIO CAMPO REAL,,Centro Universitário,Privada com fins lucrativos,108138,Educação Presencial,4109401,Guarapuava,PR,31,29,31.4966,1.7659,33.4828,1.2806,1.402,2,
2019,23,ENFERMAGEM,5544,FACULDADE PRESIDENTE ANTÔNIO CARLOS,FAPAC,Faculdade,Privada com fins lucrativos,72769,Educação Presencial,1718204,Porto Nacional,TO,49,49,33.5714,2.0529,37.3918,1.7616,1.8344,2,
2019,23,ENFERMAGEM,5550,FACULDADE ANHANGUERA DE ANÁPOLIS,,Faculdade,Privada com fins lucrativos,68967,Educação Presencial,5201108,Anápolis,GO,38,34,35.0324,2.2549,42.9176,2.4416,2.3949,3,
2019,23,ENFERMAGEM,5599,LIBERTAS - FACULDADES INTEGRADAS,LIBERTAS,Faculdade,Privada sem fins lucrativos,109000,Educação Presencial,3164704,São Sebastião do Paraíso,MG,6,6,24.2,0.7567,32.8,1.1966,1.0867,2,
2019,23,ENFERMAGEM,5670,CENTRO UNIVERSITÁRIO DO VALE DO ARAGUAIA,UNIVAR,Centro Universitário,Privada sem fins lucrativos,108710,Educação Presencial,5101803,Barra do Garças,MT,13,12,32.8917,1.9588,36.175,1.6119,1.6986,2,
2019,23,ENFERMAGEM,5671,CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA,,Centro Universitário,Privada sem fins lucrativos,1120507,Educação Presencial,3302205,Itaperuna,RJ,34,29,27.6379,1.2322,25.6276,0.3141,0.5436,1,
2019,23,ENFERMAGEM,10836,FACULDADE UNIÃO ARARUAMA DE ENSINO S/S Ltda.,FAC-UNILAGOS,Faculdade,Privada com fins lucrativos,1049656,Educação Presencial,3300209,Araruama,RJ,54,53,32.0623,1.8441,41.6038,2.2799,2.171,3,
2019,23,ENFERMAGEM,11544,FACULDADE METROPOLITANA DE ANÁPOLIS,FAMA,Faculdade,Privada com fins lucrativos,1059497,Educação Presencial,5201108,Anápolis,GO,23,20,41.685,3.175,41.495,2.2665,2.4936,3,
2019,23,ENFERMAGEM,11645,FACULDADE DE EDUCAÇÃO E CULTURA DE VILHENA,FAEV,Faculdade,Privada com fins lucrativos,1159841,Educação Presencial,1100304,Vilhena,RO,17,15,34.4133,2.1693,43.8133,2.5518,2.4562,3,
2019,23,ENFERMAGEM,12430,FACULDADE METROPOLITANA SÃO CARLOS BJI,FAMESC-BJI,Faculdade,Privada com fins lucrativos,1028897,Educação Presencial,3300605,Bom Jesus do Itabapoana,RJ,13,10,30.73,1.6599,34.16,1.364,1.438,2,
2019,23,ENFERMAGEM,12547,FACITEN - FACULDADE DE CIÊNCIAS E TECNOLOGIAS DE NATAL,FACITEN,Faculdade,Privada com fins lucrativos,1036172,Educação Presencial,2408102,Natal,RN,15,7,18.7286,0,26.1429,0.3775,0.2831,1,
2019,23,ENFERMAGEM,12766,FACULDADE UNIÃO DE CAMPO MOURÃO,,Faculdade,Privada com fins lucrativos,1047078,Educação Presencial,4104303,Campo Mourão,PR,15,15,36.3733,2.4404,35.1733,1.4887,1.7266,2,
2019,23,ENFERMAGEM,13417,FACULDADE PRINCESA DO OESTE,FPO,Faculdade,Privada com fins lucrativos,1056704,Educação Presencial,2304103,Crateús,CE,34,31,34.4774,2.1782,33.5645,1.2907,1.5126,2,
2019,23,ENFERMAGEM,13486,FACULDADE FACTUM,Factum,Faculdade,Privada com fins lucrativos,1074001,Educação Presencial,4314902,Porto Alegre,RS,20,20,38.585,2.7463,41.575,2.2764,2.3938,3,
2019,23,ENFERMAGEM,13488,FACULDADE SEQÜENCIAL,,Faculdade,Privada sem fins lucrativos,1075633,Educação Presencial,3550308,São Paulo,SP,35,32,29.1687,1.4439,34.4688,1.402,1.4125,2,
